lon,lat,press,temp
-131,46,200.484375,0.605377197265625
-124.400001525879,41.9000015258789,384.8515625,-0.0223388671875
-124.5,46.0999984741211,156.8984375,-0.266448974609375
-124.699996948242,47.2999992370605,248.4296875,-1.30670166015625
-124.5,44.5999984741211,253.2265625,0.14398193359375
-124.985000610352,49.9070014953613,159.203125,-0.279541015625
-125,49.9000015258789,159.5234375,-0.360565185546875
-127.921997070312,49.7319984436035,147.2421875,-0.11590576171875
-127.900001525879,49.7000007629395,151.78125,-0.05181884765625
-123.699996948242,49.2999992370605,176.1640625,-0.264007568359375
-128.800003051758,51.4000015258789,54.515625,-0.9263916015625
-126,48.8330001831055,261.8984375,-1.73202514648438
-126,48.7999992370605,263.4765625,-1.7396240234375
-129.910003662109,50.8600006103516,46.7265625,-0.73724365234375
-129.899993896484,50.9000015258789,43.453125,-0.7606201171875
-124.379997253418,43.3400001525879,278.734375,0.242095947265625
-123.5,48.2999992370605,207.8046875,-0.7015380859375
-122.949996948242,50.1333312988281,179.625,-4.70013427734375
-123.300003051758,49.4833297729492,299.4765625,-2.84262084960938
-121.5,51.1500015258789,-2.1015625,1.98922729492188
-126.550003051758,49.3833312988281,264.9296875,-0.679168701171875
-123.800003051758,49.2166709899902,241.171875,0.703369140625
-123.050003051758,48.7833290100098,218.125,-1.67288208007812
-128.899993896484,50.8166694641113,166.0546875,0.634521484375
-124.16667175293,49.3499984741211,240.4453125,-2.01202392578125
-122.733329772949,50.2999992370605,171.375,-2.74661254882812
-124.433326721191,49.4833297729492,232.984375,-0.28515625
-114.900001525879,49.75,-123.46875,-2.26663208007812
-116.5,49.0833282470703,-285.5,2.99017333984375
-119.300003051758,50.2299995422363,-43.1484375,0.591461181640625
-123.58332824707,48.5833282470703,409.3125,-0.6583251953125
-121.58332824707,50.2333297729492,156.265625,-2.77227783203125
-122.683326721191,49.2000007629395,156.34375,-1.5379638671875
-117.816673278809,50.2666702270508,-163.75,1.5926513671875
-123.430000305176,48.4300003051758,227.8359375,-1.21099853515625
-120.516670227051,50.5999984741211,-173.7890625,0.6375732421875
-124.83332824707,49.25,199.7890625,-2.2989501953125
-127.933326721191,50.1166687011719,122.1953125,-0.6513671875
-119.283332824707,50.7000007629395,-92.0703125,-2.13345336914062
-123.91667175293,48.3833312988281,163.8984375,-3.01309204101562
-114.883331298828,49.75,-121.6171875,-2.33050537109375
-119.650001525879,49.5666694641113,-184.8984375,-1.97451782226562
-123.466667175293,48.5333290100098,295.4453125,-2.22024536132812
-122.783332824707,49.0166702270508,115.5546875,-1.27078247070312
-115.066673278809,51.0833282470703,462.4375,-8.25271606445312
-123.300003051758,48.4500007629395,363.0546875,-0.874786376953125
-116.33332824707,51.4500007629395,-319.6796875,3.03353881835938
-119.433326721191,49.0333290100098,-281.875,-2.9979248046875
-121.766670227051,49.25,252.234375,-3.39920043945312
-115.550003051758,51.2000007629395,126.9140625,-3.83938598632812
-125.98999786377,50.4500007629395,240.3984375,-3.3724365234375
-124.669998168945,51.6699981689453,103.0546875,-3.03326416015625
-125.766670227051,49.0833282470703,359.0546875,-2.10574340820312
-125.266670227051,49.9500007629395,184.375,-0.644744873046875
-123.866668701172,49.0499992370605,188.203125,-1.71463012695312
-117.633331298828,49.2999992370605,-207.9453125,-0.742828369140625
-120.516670227051,49.4666709899902,-10.7421875,0.3599853515625
-116.983329772949,51.2999992370605,-588.9140625,4.43466186523438
-121.483329772949,49.3666687011719,235.5078125,-5.95294189453125
-120.449996948242,50.7000007629395,35.90625,-2.15194702148438
-119.383331298828,49.9666709899902,-104.03125,-1.64370727539062
-124.900001525879,49.7166709899902,189.4140625,0.282958984375
-123.16667175293,49.1833305358887,158.53125,-0.908111572265625
-123.33332824707,48.4166717529297,167.0859375,-1.978759765625
-115.783332824707,49.6166687011719,-485.5390625,9.21578979492188
-122.366668701172,49.0333290100098,126.7734375,-2.46624755859375
-119.599998474121,49.4666709899902,-172.015625,-3.59271240234375
-123.433326721191,48.6500015258789,189.3359375,-1.24542236328125
-127.366668701172,50.6833305358887,150.03125,-0.74151611328125
-124.48999786377,47.6800003051758,243.3046875,-0.46954345703125
-119.551002502441,46.6889991760254,-52.8671875,5.10739135742188
-119.578002929688,46.6570014953613,-4.9296875,4.92465209960938
-119.521003723145,46.5559997558594,-83.71875,6.30679321289062
-119.286003112793,46.3639984130859,-6.6484375,5.94964599609375
-119.360000610352,46.4300003051758,-72.3203125,6.4915771484375
-119.598999023438,46.5629997253418,-61.9921875,6.59786987304688
-119.633003234863,46.5449981689453,-107.09375,6.58248901367188
-119.301002502441,46.3009986877441,1.0625,5.74725341796875
-120.218002319336,45.7439994812012,1.078125,1.9873046875
-119.725997924805,46.5779991149902,-65.3125,6.65890502929688
-120.564437866211,41.4913902282715,232.1640625,1.15109252929688
-124.105827331543,40.9791717529297,407.0390625,-1.6011962890625
-118.284172058105,46.0950012207031,77.6484375,2.65695190429688
-123.882499694824,46.1569404602051,148.6875,0.131011962890625
-122.313606262207,47.5458297729492,50.2734375,-0.726470947265625
-117.808609008789,44.8427810668945,-53.6875,-0.564971923828125
-122.539169311523,48.7994384765625,83.3984375,-1.34039306640625
-118.956390380859,43.5950012207031,120.1015625,3.05841064453125
-116.240562438965,43.5666694641113,112.6953125,-0.752716064453125
-124.233329772949,41.7833290100098,343.6015625,-1.10769653320312
-123.505279541016,48.1222190856934,164.484375,-2.24981689453125
-117.883331298828,48.5499992370605,-167.546875,0.353668212890625
-121.883331298828,45.6666717529297,18.21875,1.16357421875
-117.428329467773,47.9741706848145,-122.59375,2.43548583984375
-121.166107177734,45.6194381713867,-2.5859375,1.20391845703125
-120.201393127441,47.3977813720703,-203.046875,1.78897094726562
-115.787498474121,40.8263893127441,338.6484375,-3.83233642578125
-120.529167175293,47.0336112976074,-110.140625,3.12380981445312
-119.514717102051,47.3080596923828,-91.5078125,2.1573486328125
-123.21443939209,44.1333312988281,286.609375,-2.45333862304688
-123.025283813477,48.5202789306641,173.5859375,-0.057159423828125
-117.527778625488,47.6213912963867,-52.7734375,3.12014770507812
-128.300003051758,50,-357.7421875,-0.272308349609375
-122.954437255859,45.5480613708496,138.328125,0.79730224609375
-123.930282592773,46.9727783203125,83.125,0.395538330078125
-119.261108398438,45.8258285522461,63.9453125,4.20974731445312
-128.100006103516,49.9000015258789,246.2734375,-2.17388916015625
-121.724166870117,42.1469383239746,309.0078125,1.68194580078125
-117.014442443848,46.3747215270996,-12.359375,5.3653564453125
-118.42472076416,45.5113906860352,138.6328125,3.22091674804688
-122.872222900391,42.3811111450195,282.5078125,-1.045654296875
-122.316108703613,41.3158302307129,112.015625,-2.59674072265625
-115.669723510742,47.4541702270508,711.59375,2.6396484375
-123.132217407227,45.1961097717285,145.8828125,0.899169921875
-119.313331604004,47.1930618286133,-97.2578125,3.57839965820312
-116.09944152832,44.8833312988281,10.015625,-0.499298095703125
-122.65055847168,48.3491706848145,169.9375,-0.607330322265625
-122.903327941895,46.973331451416,30.5390625,-0.471466064453125
-119.519172668457,48.4613914489746,-261.1953125,-0.077911376953125
-117.009719848633,44.0194396972656,-207.6640625,4.140869140625
-124.25,43.4166717529297,235.390625,-1.4580078125
-115.596389770508,46.1441688537598,-178.359375,-0.4737548828125
-122.282501220703,47.9230613708496,-210.0078125,0.444000244140625
-118.834167480469,45.6983299255371,150.5625,4.869873046875
-122.600280761719,45.5908317565918,126.359375,1.59207153320312
-119.116668701172,46.269718170166,-34.0859375,5.6492919921875
-117.113609313965,46.7438888549805,21.8046875,2.71405029296875
-123.356109619141,43.2338905334473,344.4296875,-3.486328125
-121.150001525879,44.2541694641113,239.1953125,-0.894989013671875
-117.864440917969,42.5905609130859,213.984375,0.167999267578125
-122.212783813477,47.4944381713867,-15.046875,-1.04244995117188
-122.313606262207,47.4447212219238,19.328125,0.163330078125
-117.320281982422,47.6855583190918,-88.90625,2.18682861328125
-123.140830993652,47.2380599975586,91.6328125,-0.63653564453125
-122.466667175293,41.7833290100098,189.7578125,-0.44482421875
-117.650001525879,47.6166687011719,-122.3359375,2.8702392578125
-122.995002746582,44.9077796936035,243.8515625,-0.140899658203125
-121.337219238281,47.276668548584,-34.0703125,1.12136840820312
-122.86222076416,45.7691688537598,105.734375,1.53469848632812
-123.364166259766,42.6002807617188,349.28125,0.877655029296875
-122.483329772949,47.1500015258789,-1.34375,-1.29293823242188
-122.800003051758,46.4833297729492,48.046875,1.48397827148438
-122.576110839844,47.2675018310547,24.359375,0.030853271484375
-122.408889770508,45.5511093139648,146.40625,2.24365234375
-122.765556335449,45.2488899230957,135.6796875,0.250244140625
-124.555000305176,47.9375,232.578125,-0.9139404296875
-122.656387329102,45.6233291625977,131.78125,2.15310668945312
-117.807220458984,40.9019393920898,359.390625,-2.84185791015625
-120.53360748291,46.5641708374023,-163.9609375,5.56695556640625
-122.355003356934,47.6380004882812,45.6171875,-1.59701538085938
-124.069999694824,44.6100006103516,247.8359375,0.5906982421875
-122.839996337891,48.3199996948242,184.5,-0.021942138671875
-124.73999786377,48.3899993896484,281.6640625,-1.26123046875
-122.309898376465,47.6534996032715,76.828125,-1.2178955078125
-128.899993896484,42.2000007629395,642.265625,-2.05545043945312
-129.5,42.4000015258789,464.7578125,-3.96774291992188
-122.434997558594,47.6580009460449,73.140625,-0.639007568359375
